ID;ICAO;Name;Country;Active
4651;JIM;Sark International Airways;United Kingdom;N
4652;JKK;Spanair;Spain;Y
4653;KKS;Salem;Kazakhstan;N
4654;KOP;Servicios Aereos Copters;Chile;N
4655;KSP;Servicios Aereos Expecializados En Transportes Petroleros;Colombia;N
4656;KYB;Skybridge Airops;Italy;N
4657;KYR;Sky Aeronautical Services;Mexico;N
4658;LGU;Servicios Aereos Ejecutivos De La Laguna;Mexico;N
4659;LLA;Servico Leo Lopex;Mexico;N
4660;LLS;Servicios Aereos Estrella;Mexico;N
4661;LMG;South African Air Force;South Africa;N
4662;LMO;Sky Limo Corporation;United States;N
4663;LRS;SANSA;Costa Rica;N
4664;LSP;Spectrum Aviation Incorporated;United Kingdom;N
4665;MCG;SOS Helikoptern Gotland;Sweden;N
4666;MDT;Sundt Air;Norway;N
4667;MLO;Servicios Aereos Milenio;Mexico;N
4668;MMS;SAAD (A320) Limited;Cayman Islands;N
4669;MRI;Servicios Aereos Moritani;Mexico;N
4670;MRR;San Juan Airlines;United States;N
4671;MSG;Servico Aereo Regional;Mozambique;N
4672;MSP;Servicio De Viglancia Aerea Del Ministerio De Seguridad Publica;Costa Rica;N
4673;MTG;Servicios Aereos MTT;Mexico;N
4684;NAD;Seulawah Nad Air;Indonesia;N
4685;NAZ;Servicios Aereos del Nazas SA de CV;Mexico;N
4686;NCS;Simpson Air Ltd;Canada;N
4687;NKS;Spirit Airlines;United States;Y
4688;NON;Servicios Aereos Latinoamericanos;Mexico;N
4689;NRZ;Servicios Aereos Monarrez;Mexico;N
4690;NSC;Societe De Transport Aerien De Mauritanie;Mauritania;N
4691;NSE;SATENA;Colombia;Y
4692;NTB;Servicios Aereos Del Norte;Mexico;N
4693;NTG;Servicios Intergrales De Aviacion;Mexico;N
4694;OKS;Slok Air Gambia;Gambia;N
4695;OKT;Soko Aviation;Spain;N
4696;OLC;Solar Cargo;Venezuela;N
4697;OLO;Soloflight;United Kingdom;N
4698;ONG;Sonnig SA;Switzerland;N
4699;OSL;Sosoliso Airlines;Nigeria;N
4700;OSS;Servicios Aereos Noticiosos;Mexico;N
4701;OTL;South Airlines;Ukraine;N
4702;OZW;Skywest Airlines;Australia;Y
4703;PIV;Sokol;Russia;N
4704;PLT;South Carolina Aeronautics Commission;United States;N
4705;PMR;Servicios Aereos Premier;Mexico;N
4706;PNS;Survey Udara (Penas);Indonesia;N
4707;POB;Servicios Aereos Poblanos;Mexico;N
4708;PSV;Servicios Aereos Profesionales;Dominican Republic;N
4709;PTM;Southeastern Airways;United States;N
4710;PUR;Spurwing Airlines;South Africa;N
4711;PZR;Sky Trek International Airlines;United States;N
4712;RBW;Shandong Airlines Rainbow Jet;China;N
4713;REJ;SA Airlink Regional;South Africa;N
4714;RER;Servicio Aereo Regional Regair;Ecuador;N
4715;RFT;Scoala Superioara De Aviatie Civila;Romania;N
4716;RGC;Servicios Aereos Regiomontanos;Mexico;N
4717;RLS;S-Air;Russia;N
4718;RMP;Servicios De Rampa Y Mostrador;Mexico;N
4719;RSE;SNAS Aviation;Saudi Arabia;N
4720;SKB;Skybus Airlines;United States;N
4721;SKC;Skymaster Air Lines;United States;N
4722;SKD;Sky Harbor Air Service;United States;N
4723;SKE;Sky Tours;United States;N
4724;AZG;Sakaviaservice;Georgia;N
4725;SKF;Skycraft;United States;N
4726;SKG;Skycraft Air Transport;Canada;N
4727;SKI;Skyking;United Kingdom;N
4728;SKI;SkyKing Turks and Caicos Airways;Turks and Caicos Islands;N
4729;SKK;Skylink Aviation;Canada;N
4730;SKL;Skycharter (Malton);Canada;N
4731;SKN;Skyline Aviation Services;United States;N
4732;SKO;Scottish Airways Flyers;United Kingdom;N
4733;SKR;Skyscapes Air Charters;South Africa;N
4734;SKS;Sky Service;Belgium;N
4735;BBR;Santa Barbara Airlines;Venezuela;Y
4736;SKT;Skystar Airways;Thailand;N
4737;SKU;Sky Airline;Chile;Y
4738;SKW;SkyWest;United States;Y
4739;SKX;Skyways Express;Sweden;Y
4740;SKY;Skymark Airlines;Japan;Y
4741;SKZ;Skyway Enterprises;United States;N
4742;SLA;Sierra National Airlines;Sierra Leone;N
4743;SLB;Slok Air;Nigeria;N
4744;SLD;Silver Air;Czech Republic;N
4745;SLE;Streamline;South Africa;N
4746;SLF;Starfly;Italy;N
4747;SLG;Saskatchewan Government;Canada;N
4748;SLH;Silverhawk Aviation;United States;N
4749;AGE;Servicios Aereos de Los Angeles;Mexico;N
4750;SLK;SilkAir;Singapore;Y
4751;SLL;Slovak Airlines;Slovakia;N
4752;SLM;Surinam Airways;Suriname;Y
4753;SLN;Sloane Aviation;United Kingdom;N
4754;SLP;Salpa Aviation;Sudan;N
4755;SLS;Servicios Aereos Slainte;Mexico;N
4756;SLV;Stella Aviation;Mauritania;N
4757;SLW;Salama Airlines Nigeria;Nigeria;N
4758;SLX;Sete Linhas Aereas;Brazil;N
4759;SLY;Sky Line for Air Services;Sudan;N
4760;SLZ;Super Luza;Angola;N
4761;SMA;SMA Airlines;Nigeria;N
4762;SMC;Sabang Merauke Raya Air Charter;Indonesia;N
4763;SMD;Servicios Aereos La Marquesa;Mexico;N
4765;SME;Semos;Kazakhstan;N
4766;SMF;Smalandsflyg;Sweden;N
4767;SMH;Smithair;United States;N
4768;SMK;Semeyavia;Kazakhstan;N
4769;SML;Smith Air (1976);Canada;N
4770;SMM;Summit Airlines;United States;N
4771;SMQ;Samar Air;Tajikistan;N
4772;SMR;Somon Air;Tajikistan;N
4773;SMT;Skyline;Nigeria;N
4774;AOS;Servicios Aerecs Del Sol;AEROSOL;N
4775;SNA;Senator Aviation Charter;Germany;N
4776;SNB;Sterling Airlines;Denmark;Y
4777;SNE;Servicios Aereos De Nicaragua (SANSA);Nicaragua;N
4778;SNF;Shans Air;Russia;N
4779;SNH;Senair Services;Senegal;N
4780;SNI;Savanah Airlines;Nigeria;N
4781;SNJ;Skynet Asia Airways;Japan;Y
4782;SNK;Southeast Airlines (Sun Jet International);United States;N
4783;SNL;Soonair Lines;United States;N
4784;SNM;Servizi Aerei;Italy;N
4785;SNP;Sun Pacific International;United States;N
4786;SNQ;Sun Quest Executive Air Charter;United States;N
4787;SNS;Societe Centrafricaine De Transport Aerien;Central African Republic;N
4788;SNT;Suncoast Aviation;United States;N
4789;SNU;Snunit Aviation;Israel;N
4790;SNV;Sudanese States Aviation;Sudan;N
4791;SNW;Sun West Airlines;United States;N
4792;SNX;Sun Air Aviation Services;Canada;N
4793;SOB;Stabo Freight;Zambia;N
4794;SOC;Southern Cargo Air Lines;Russia;N
4795;SOH;Southern Ohio Aviation Sales;United States;N
4796;SOI;Southern Aviation;Zambia;N
4797;SOL;Solomon Airlines;Solomon Islands;Y
4798;SOM;Somali Airlines;Somali Republic;N
4799;SON;Sunshine Air Tours;United States;N
4800;SOO;Southern Air;United States;N
4801;SOP;Solinair;Slovenia;N
4802;SOR;Sonair Servico Aereo;Angola;N
4803;SOT;Southeast Correct Craft;United States;N
4804;SOU;Southern Airways;United States;Y
4805;SOV;Saratov Aviation Division;Russia;Y
4806;SOW;Sowind Air;Canada;N
4807;SOX;Solid Air;Netherland;N
4808;SOZ;Sat Airlines;Kazakhstan;Y
4809;SPA;Sierra Pacific Airlines;United States;N
4810;SPB;Springbok Classic Air;South Africa;N
4811;SPC;Skyworld Airlines;United States;N
4812;SPE;Sprague Electric Company;United States;N
4813;SPF;Space World Airline;Nigeria;N
4814;SPG;Springdale Air Service;United States;N
4815;SPH;Sapphire Executive Air;South Africa;N
4816;SPI;South Pacific Island Airways;United States;Y
4817;SPL;Servicios Corporativos Aereos De La Laguna;Mexico;N
4818;SPN;Skorpion Air;Bulgaria;N
4819;SPP;Sapphire Aviation;United States;N
4820;SPQ;Servicios Aereos Palenque;Mexico;N
4821;TBS;Servicios Aereos Tribasa;Mexico;N
4822;TCF;Shuttle America;United States;Y
4823;TGT;SAAB Nyge Aero;Sweden;N
4824;THB;Spark Air;Thailand;N
4825;TIH;S C Ion Tiriac;Romania;N
4826;TRL;Starlite Aviation;South Africa;N
4827;TRN;Servicios Aereos Corporativos;Mauritania;N
4828;TTM;Societe Tout Tranport Mauritanien;Mauritania;N
4829;TZU;Servicios Aereos Tamazula;Mexico;N
4830;UGP;Shar Ink;Russia;N
4831;UKU;Second Sverdlovsk Air Enterprise;Russia;N
4832;UNT;Servicios Aereos Universitarios;Mexico;N
4833;USK;Skif-Air;Ukraine;N
4834;USN;Smarkand Aero Servise;Uzbekistan;N
4835;UZS;Samarkand Airways;Uzbekistan;N
4836;VDO;Servicios Aereos Avandaro;Mexico;N
4837;VGS;Stichting Vliegschool 16Hoven;Netherlands;N
4838;VRB;Silverback Cargo Freighters;Rwanda;N
4839;VRS;Sirvair;Mexico;N
4840;VSV;Scat Air;Kazakhstan;Y
4841;VXN;Sunset Aviation;United States;N
4842;WCC;Sport Air Travel;United States;N
4843;WFC;Swift Copters;Switzerland;N
4844;WLK;Skyrover CC;South Africa;N
4845;XLK;Safarilink Aviation;Kenya;N
4846;XMX;SENEAM;Mexico;N
4847;XPG;Southport Air Service;United States;N
4848;XSA;Spectrum Air Service;United States;N
4849;XSN;Stephenville Aviation Services;Canada;N
4850;XTA;Servicios Aereos Textra;Mexico;N
4851;XTR;Sector Airlines;Canada;N
4852;XXS;Skyplan Services;Canada;N
4853;YBE;Stewart Aviation Services;United States;N
4856;FYA;Servicios Aereos Integrales / Flyant;Spain;N
4857;UFA;State Flight Academy of Ukraine;Ukraine;N
4860;SWL;Trans Jet Airways;Sweden;N
4861;TAC;Turbot Air Cargo;Senegal;N
4862;TAD;Tranporte Aereo Dominicano;Dominican Republic;N
4863;TAE;TAME;Ecuador;Y
4864;BAP;Trans International Express Aviation;United States;N
4865;TAG;TAG Aviation USA;United States;N
4866;TAL;Talair;Papua New Guinea;N
4867;TAM;TAM Brazilian Airlines;Brazil;Y
4868;AUC;Transaustralian Air Express;Australia;N
4869;TAP;TAP Portugal;Portugal;Y
4870;TAR;Tunisair;Tunisia;Y
4871;TAU;Transportes Aereos Tauro;Mexico;N
4872;TAX;Travelair;Germany;N
4873;TAY;TNT Airways;Belgium;N
4874;TBA;Transbrasil;Brazil;N
4875;TBC;Turbine Air Cargo UK;United Kingdom;N
4876;TBD;Thunderbird Tours;Canada;N
4877;TBG;Tropical Airways;Haiti;N
4878;TBH;Trinity Air Bahamas;Bahamas;N
4879;TBI;TAB Express International;United States;N
4880;TBM;Taban Air Lines;Iran;N
4881;TBN;Teebah Airlines;Sierra Leone;N
4882;TBR;Tubelair;Tunisia;N
4883;TBX;Tobago Express;Trinidad and Tobago;N
4884;TCA;Tropican Air Services;Egypt;N
4885;TCB;Transporte del Caribe;Colombia;N
4886;TCC;Trans Continental Airlines;Sudan;N
4887;TCD;Tchad Airlines;Chad;N
4888;TCE;Trans-Colorado Airlines;United States;N
4889;TCG;Thai Air Cargo;Thailand;Y
4890;TCH;Transcontinental Air;Bahrain;N
4891;TCM;Teledyne Continental Motors;United States;N
4892;TCN;Trans Continental Airlines;United States;N
4893;TCP;Transcorp Airways;United Kingdom;N
4894;TCT;Transcontinental Sur;Uruguay;N
4895;TCU;Transglobal Airways Corporation;Philippines;N
4896;TCW;Thomas Cook Airlines;Belgium;Y
4897;TCX;Thomas Cook Airlines;United Kingdom;Y
4898;TCY;Twin Cities Air Service;United States;N
4899;TDC;Tadair;Spain;N
4900;TDE;Tellavia / Flight One;United States;N
4901;TDI;Transportes Aereos de Ixtlan;Mexico;N
4902;TDM;Tandem Aero;Moldova;N
4903;TDO;TRADO;Dominican Republic;N
4904;TDR;Trade Air;Croatia;N
4905;TDV;Taxi Aero Nacional Del Evora;Mexico;N
4906;TDX;Tradewinds Airlines;United States;N
4907;TEB;Tenir Airlines;Kyrgyzstan;N
4908;TLW;Teamline Air;Austria;N
4909;TEF;Tecnicas Fotograficas;Spain;N
4910;TEH;Tempelhof Airways;United States;N
4911;TEL;Telford Aviation;United States;N
4912;TEM;Tech-Mont Helicopter Company;Slovakia;N
4913;TEN;Tennessee Airways;United States;N
4914;TER;Territorial Airlines;United States;N
4915;TES;TAES Transportes Aereos de El Salvador;El Salvador;N
4916;TEP;Transeuropean Airlines;Russia;N
4917;TET;Tepavia-Trans Airlines;Moldova;N
4918;TFA;Trans-Florida Airlines;United States;N
4919;TFB;Tair Airways;Philippines;N
4920;TFF;Talon Air;United States;N
4921;AIM;Trabajos Aereos Murcianos;Spain;N
4922;TFH;Thai Flying Helicopter Service;Thailand;N
4923;TFI;Transport Facilitators;United States;N
4924;TFK;Transafrik International;Sao Tome and Principe;N
4925;TFO;Transportes Aereos del Pacifico;Mexico;N
4926;TFT;Thai Flying Service;Thailand;N
4927;SRF;Transportes Aereos San Rafael;Chile;N
4928;TFY;Tayside Aviation;United Kingdom;N
4929;TGC;TG Aviation;United Kingdom;N
4930;TGE;Trabajos Aereos;Spain;N
4931;TGI;Transportes Aereos Regionales;Mexico;N
4932;TGM;TAG Aviation Espana;Spain;N
4933;TGN;Trigana Air Service;Indonesia;Y
4934;AWC;Titan Airways;United Kingdom;N
4935;TGO;Transport Canada;Canada;N
4936;TGW;Tiger Airways;Singapore;Y
4937;TGW;Tiger Airways Australia;Australia;Y
4938;TGX;Transair Gabon];Gabon;N
4939;TGY;Trans Guyana Airways;Guyana;N
4940;THA;Thai Airways International;Thailand;Y
4941;THC;Tar Heel Aviation;United States;N
4942;THE;Toumai Air Tchad;Chad;N
4943;THF;Touraine Helicoptere;France;N
4944;THG;Thai Global Airline;Thailand;N
4945;THJ;Thai Jet Intergroup;Thailand;N
4946;THK;Turk Hava Kurumu Hava Taksi Isletmesi;Turkey;Y
4947;AIQ;Thai AirAsia;Thailand;Y
4948;THO;TACA De Honduras;Honduras;N
4949;THR;Tehran Airline;Iran;N
4950;THU;Thunder Airlines;Canada;N
4951;THY;Turkish Airlines;Turkey;Y
4952;THZ;Trans Helicoptere Service;France;N
4953;TIA;Trans International Airlines;United States;N
4954;TIC;Travel International Air Charters;Zambia;N
4955;TIE;Time Air;Czech Republic;N
4956;TIK;Tic Air;Australia;N
4957;TIL;Tajikistan International Airlines;Tajikistan;Y
4958;TIM;TEAM Transportes Aereos;Brazil;N
4959;TIN;Taino Tours;Dominican Republic;N
4960;TIS;Tesis;Russia;N
4961;TIW;Transcarga Intl Airways;Venezuela;N
4962;TJK;Tajikair;Tajikistan;N
4963;TJN;Tien-Shan;Kazakhstan;N
4964;TJS;Tyrolean Jet Service;Austria;N
4965;TJT;Twin Jet;France;Y
4966;TKC;Tikal Jets Airlines;Guatemala;N
4967;TKE;Take Air Line;France;N
4968;TKX;Tropical International Airways;Saint Kitts and Nevis;N
4969;TKY;Thai Sky Airlines;Thailand;N
4970;TLA;Translift Airways;Ireland;Y
4971;TLF;Transport Africa;Sierra Leone;N
4972;TLL;Trans Atlantic Airlines;Sierra Leone;N
4973;TLO;Eagle Canyon Airlines;United States;N
4974;TLP;Tulip Air;Netherland;N
4975;TAJ;Tunisavia;Tunisia;N
4976;TLS;TLC Air;United States;N
4977;TLT;Turtle Airways;Fiji;N
4978;TLV;Travelair;Uruguay;N
4979;TLX;Telesis Transair;United States;N
4980;TLY;Top-Fly;Spain;N
4981;TMA;Trans Mediterranean Airlines;Lebanon;Y
4982;TMD;Transmed Airlines;Egypt;N
4983;TMG;Tri-MG Intra Asia Airlines;Indonesia;N
4984;TMH;Taxis Turisticos Marakame;Mexico;N
4985;TMI;Tamir Airways;Israel;N
4986;TMK;Tomahawk Airways;United States;N
4987;TML;TAM;Madagascar;N
4988;TMM;TMC Airlines;United States;N
4989;TMQ;TRAM;Mauritania;N
4990;TMR;Timberline Air;Canada;N
4991;TMS;Temsco Helicopters;United States;N
4992;TMT;Trans Midwest Airlines;United States;N
4993;TMX;Tramon Air;South Africa;N
4994;TMY;Transportes Aereos del Mundo Maya;Mexico;N
4995;TMZ;Tranporte Amazonair;Venezuela;N
4996;TNB;Trans Air-Benin;Benin;N
4997;TNE;Taxis Aereos del Noroeste;Mexico;N
4998;TNF;Transafricaine;Burkina Faso;N
4999;TNG;Tennessee Air National Guard 164th Airlift Group;United States;N
5000;TNI;Transair International Linhas Aereas;United States;N
5001;TNL;Tengeriyn Ulaach Shine;Mongolia;N
5002;TNM;Tiara Air;Aruba;Y
5003;TNP;Transped Aviation;Austria;N
5004;TNR;Tanana Air Services;United States;N
5005;TNT;Trans North Turbo Air;Canada;N
5006;TNV;Transnorthern;United States;N
5007;TNW;Trans Nation Airways;Ethiopia;N
5008;TNX;Trener Ltd;Hungary;N
5009;TNY;Twin Town Leasing Company;United States;N
5010;TOB;Tobruk Air;Libya;N
5011;TOJ;TOJ Airlines;Tajikistan;N
5012;TOL;Tol-Air Services;United States;N
5013;TOM;Thomsonfly;United Kingdom;Y
5014;TOP;Top Air;Turkey;N
5015;TOR;Toronto Airways;Canada;N
5016;TOS;Tropic Air;Belize;Y
5017;TOT;Totavia;Canada;N
5018;TOW;Tower Air;United States;N
5019;TOY;Toyota Canada;Canada;N
5020;TPA;TAMPA;Colombia;Y
5021;TPD;Top Speed;Austria;N
5022;TPF;Taxis Aereos del Pacifico;Mexico;N
5023;TPG;Transportes Aereos Pegaso;Mexico;N
5024;TPL;TAR Interpilot;Mauritania;N
5025;TPM;Transpais Aereo;Mexico;N
5026;TPN;Transportacion Aerea del Norte;Mexico;N
5027;TPP;Transpac Express;Australia;N
5028;TPR;Taxis Aereos De Parral;Mexico;N
5029;TPS;TAPSA Transportes Aereos Petroleros;Argentina;N
5030;TPT;Transportes Aereo del Sureste;Mexico;N
5031;TPU;Trans American Airlines (Trans Am);Peru;N
5032;TPV;Thai Pacific Airlines Business;Thailand;N
5033;TPX;Transportes Aereos De Xalapa;Mexico;N
5034;TPY;Trans-Provincial Airlines;Canada;N
5035;TPZ;Transportes La Paz;Mexico;N
5036;TQN;Taquan Air Services;United States;N
5037;TQR;Transportacion Aerea De Queretaro;Mexico;N
5038;TNA;TransAsia Airways;Taiwan;Y
5039;TRA;Transavia Holland;Netherlands;Y
5040;TRC;Trans Air Charter;United States;N
5041;TCV;TACV;Portugal;Y
5042;TRD;Trans Island Air;Barbados;N
5043;TRF;Taxi Air Fret;France;N
5044;TRG;TRAGSA (Medios Aereos);Spain;N
5045;TRJ;Trans Euro Air;United Kingdom;N
5046;TRM;Transport Aerien de Mauritanie;Mauritania;N
5047;TRO;Tropic Airlines-Air Molokai;United States;N
5048;TRQ;Turdus Airways;Netherland;N
5049;TRR;Tramson Limited;Sudan;N
5050;TRT;Trans Arabian Air Transport;Sudan;N
5051;TRU;Triangle Airline (Uganda);Uganda;N
5052;TRW;Transwestern Airlines of Utah;United States;N
5053;TRY;Tristar Airlines;United States;N
5054;TRZ;TransMeridian Airlines;United States;N
5055;TSA;Transair France;France;N
5056;TSD;TAF-Linhas Aereas;Brazil;N
5057;TSE;Transmile Air Services;Malaysia;N
5058;TSG;Trans-Air-Congo;Republic of the Congo;N
5059;TSI;Transport'air;France;N
5060;TSJ;Trast Aero;Kyrgyzstan;N
5061;TSK;Trast Aero;Kyrgyzstan;N
5062;TSL;Thai Aviation Services;Thailand;N
5063;SBT;Taftan Airlines;Iran;N
5064;ABS;Transwest Air;Canada;Y
5065;TSM;Trans Sayegh Airport Services;Lebanon;N
5066;TSN;Trans-Air Services;Nigeria;N
5067;TSO;Transaero Airlines;Russia;Y
5068;TSP;Transportes Aereos Inter;Guatemala;N
5069;TSR;Trans Service Airlift;Democratic Republic of Congo;N
5070;TSS;Tri-State Aero;United States;N
5071;TST;TRAST;Kazakhstan;N
5072;TSV;Tropair Airservices;United Kingdom;N
5073;TSW;Transwings;Switzerland;N
5074;TSX;Thai Star Airlines;Thailand;N
5075;TSY;Tristar Air;Egypt;N
5076;TTA;TTA - Sociedade de Transporte e Trabalho Aereo;Mozambique;N
5077;TTC;Transteco;Angola;N
5078;TTH;Tarhan Tower Airlines;Turkey;N
5079;TTL;Total Linhas Aereas;Brazil;N
5080;TTP;Triple O Aviation;Nigeria;N
5081;TTR;Transportaciones Y Servicios Aereos;Mexico;N
5082;TTS;Transporte Aereo Tecnico Ejecutivo;Mexico;N
5083;TUA;Turkmenistan Airlines;Turkmenistan;Y
5084;TUC;Turismo Aereo de Chile;Chile;N
5085;TUI;Tuninter;Tunisia;Y
5086;TUL;Tulpar Air;Russia;N
5087;TUM;Tyumenspecavia;Russia;N
5088;TUO;Taxi Aereo Turistico;Mexico;N
5089;TUX;Tulpar Air Service;Kazakhstan;N
5090;TUZ;Tuna Aero;Sweden;N
5091;TVA;Trans America Airlines;United States;N
5092;TVH;Trabajos Aereos Vascongados;Spain;N
5093;TVI;Tiramavia;Moldova;N
5094;TVL;Travel Service;Hungary;N
5095;TVO;Transavio;Italy;N
5096;TVR;Tavrey Airlines;Ukraine;N
5097;TVS;Travel Service;Czech Republic;Y
5098;TWA;Trans World Airlines;United States;N
5099;TWE;Transwede Airways;Sweden;N
5100;TWJ;Twinjet Aircraft Sales;United Kingdom;N
5101;TWL;Tradewinds Aviation;Canada;N
5102;TWM;Transairways;Mozambique;N
5103;TWO;Twente Airlines;Netherlands;N
5104;TWW;Trans Air Welwitchia;Angola;N
5105;TXA;Texair Charter;United States;N
5106;TXC;Transaviaexport;Belarus;N
5107;TXE;Transilvania Express;Romania;N
5108;TXL;Taxi Aereo Cozatl;Mexico;N
5109;TXM;Taxi Aereo de Mexico;Mexico;N
5110;TXN;Texas National Airlines;United States;N
5111;TXO;Taxis Aereos de Sinaloa;Mexico;N
5112;TXR;Taxirey;Mexico;N
5113;TXS;Texas Airlines;United States;N
5114;TXT;Texas Air Charters;United States;N
5115;TXZ;Tex Star Air Freight;United States;N
5116;TYF;Tayflite;United Kingdom;N
5117;TYG;Trygg-Flyg;Sweden;N
5118;TYW;Tyrol Air Ambulance;Austria;N
5119;TZE;Transporte Aereo Ernesto Saenz;Mexico;N
5120;TZK;Tajikstan;Tajikistan;N
5121;BLI;Thyssen Krupp AG;Germany;N
5122;BLX;TUIfly Nordic;Sweden;Y
5123;BOL;Transportes Aereos Bolivianos;Bolivia;N
5124;BOX;Tiphook PLC;United Kingdom;N
5125;CHE;Top Flight Air Service;United States;N
5126;CLR;Trans America;United States;N
5127;CLU;Triple Alpha;Germany;N
5128;CTP;Tashkent Aircraft Production Corporation;Uzbekistan;N
5129;CWT;Texas Airways;United States;N
5130;DCL;Transportes Aereos Don Carlos;Chile;N
5131;DOT;Telnic Limited;United Kingdom;N
5132;DRC;Triton Airlines;Canada;N
5133;DTA;TAAG Angola Airlines;Angola;Y
5134;DTH;Tassili Airlines;Algeria;N
5135;EAR;Transporte Ejecutivo Aereo;Mexico;N
5136;ELV;Transportes Aereos Nacionales De Selva Tans;Peru;N
5137;FBO;TAG Farnborough Airport;United Kingdom;N
5138;FNV;Transaviaservice;Georgia;N
5139;FPG;TAG Aviation;Switzerland;N
5140;GFN;The 955 Preservation Group;United Kingdom;N
5141;GJB;Trans-Air-Link;United States;N
5142;GPD;Tradewind Aviation;United States;N
5143;HBA;Trail Lake Flying Service;United States;N
5144;HET;TAF Helicopters;Spain;N
5145;HTO;Tango Bravo;France;N
5146;HVK;Turkish Air Force;Turkey;Y
5147;IHS;Thryluthjonustan;Iceland;N
5148;IRF;TA-Air Airline;Iran;N
5149;IRR;Tara Air Line;Iran;N
5150;JCH;Trading Air Cargo;Mauritania;N
5151;KCA;Trans-Kiev;Ukraine;N
5152;JEL;Tal Air Charters;Canada;N
5153;KRA;Transcontinental Airlines;Kazakhstan;N
5154;KTB;Transaviabaltika;Lithuania;N
5155;KTS;Transair-Gyraintiee;Russia;N
5156;LAP;TAM Mercosur;Paraguay;Y
5157;LCC;The Lancair Company;United States;N
5158;LEG;The Army Aviation Heritage Foundation;United States;N
5159;LKW;Top Sky International;Indonesia;N
5160;LOF;Trans States Airlines;United States;Y
5161;LTA;Trans Atlantis;Canada;N
5162;MCT;Transportacion Aerea Del Mar De Cortes;Mexico;N
5163;MGM;Transporte Aero MGM;Mexico;N
5164;MOH;Tigerfly;United Kingdom;N
5165;MPO;Transportes Aereos Amparo;Mexico;N
5166;MUI;Trans Air;United States;N
5167;MXQ;Transportes Aereos Mexiquenses;Mexico;N
5171;NTR;TNT International Aviation;United Kingdom;N
5172;OSY;Open Skies Consultative Commission;United States;N
5173;PCW;Trans-Pacific Orient Airways;Philippines;N
5174;PGS;Tauranga Aer Club;New Zealand;N
5175;PSS;TSSKB-Progress;Russia;N
5176;RBD;Trans World Express;United States;N
5177;REC;Trans Reco;Mauritania;N
5178;RMS;Tas Aviation;United States;N
5179;ROT;Tarom;Romania;Y
5180;ROU;Transportes Aereos I.R. Crusoe;Chile;N
5181;RRT;Transportes Aereos Sierra;Mexico;N
5182;RRY;Tbilisi Aviation University;Georgia;N
5183;RTM;Trans Am Compania;Ecuador;N
5184;SBJ;Trans Sahara Air;Nigeria;N
5185;SEI;Transportes Aereos Sierra Madre;Mexico;N
5186;SRT;Trans Asian Airlines;Kazakhstan;N
5187;URN;Turan Air;Azerbaijan;Y
5188;TIB;TRIP Linhas A;Brazil;Y
5189;USB;Tusheti;Georgia;N
5190;UTM;TAPC Aviatrans Aircompany;Uzbekistan;N
5191;UTN;Trans-Ulgii;Mongolia;N
5192;UTT;Transarabian Transportation Services;Uganda;N
5193;VEN;Transaven;Venezuela;N
5194;VIP;Tag Aviation UK;United Kingdom;N
5195;VNZ;Tbilaviamsheni;Georgia;N
5196;VRC;Taxi de Veracruz;Mexico;N
5197;XAR;Travel Express Aviation Services;Indonesia;N
5198;XNR;Taxi Aero Del Norte;Mexico;N
5202;DOD;USAF Air Mobility Operations Control Center;United States;N
5203;DOI;U.S. Department of the Interior;United States;N
5204;EXM;United Kingdom Civil Aviation Authority;United Kingdom;N
5205;GIH;Union des Transports Africains de Guinee;Guinea;N
5206;GKA;US Army Parachute Team;United States;N
5207;GWY;USA3000 Airlines;United States;Y
5208;UAB;United Arabian Airlines;Sudan;N
5209;UAL;United Airlines;United States;Y
5210;UAC;United Air Charters;Zimbabwe;Y
5211;UCS;United Carriers Systems;United States;N
5212;UEA;United Eagle Airlines;China;N
5214;CFU;United Kingdom Civil Aviation Authority;United Kingdom;N
5215;KRF;United Kingdom Royal VIP Flights;United Kingdom;N
5216;KRH;United Kingdom Royal VIP Flight;United Kingdom;N
5217;SDS;United Kingdom Civil Aviation Authority;United Kingdom;N
5218;TQF;United Kingdom Royal VIP Flights;United Kingdom;N
5219;CGX;United States Coast Guard Auxiliary;United States;N
5220;AGR;United States Department Of Agriculture;United States;N
5221;UAD;University Air Squadron;United Kingdom;N
5222;UAJ;University Air Squadron;United Kingdom;N
5223;UAA;University Air Squadron;United Kingdom;N
5224;UAH;University Air Squadron;United Kingdom;N
5225;HBU;Universal Avia;Ukraine;N
5226;HLE;UK HEMS;United Kingdom;N
5227;JUS;USA Jet Airlines;United States;N
5228;LEA;Unijet;France;N
5229;MSH;US Marshals Service;United States;N
5230;NDU;University of North Dakota;United States;N
5231;PNA;Universal Airlines;United States;N
5232;RAU;Uganda Royal Airways;Uganda;N
5233;SAU;United Aviation Services;Spain;N
5234;SVR;Ural Airlines;Russia;Y
5235;TRB;Ukraine Transavia;Ukraine;N
5236;UAF;United Arab Emirates Air Force;United Arab Emirates;N
5237;UAI;Union Africaine des Transports;Ivory Coast;N
5238;UCC;Uganda Air Cargo;Uganda;N
5239;UCH;US Airports Air Charter;United States;N
5240;UCO;Ucoaviacion;Spain;N
5241;UES;Ues-Avia Aircompany;Ukraine;N
5242;UFS;UFS;United States;N
5243;UGA;Uganda Airlines;Uganda;N
5244;UGC;Urgemer Canarias;Spain;N
5245;UHL;Ukrainian Helicopters;Ukraine;N
